,Unnamed: 0,id,producer,title,tracks,type,associated_labels,name,bit_rate,composer,duration,genre_top,genres,genres_all,license,number,tags.2,title.1
6795,4143,12324.0,,Salakapakka Sound System Re(dis)covered,9.0,Album,,Salakapakka Sound System,320000.0,,251.0,,"[15, 32, 47, 107, 247]","[32, 38, 107, 47, 15, 1235, 247]",Attribution 1.0 Finland,6.0,[],Rakkauskirje oikeistopopulisteille [Spurious Transients bossa nova mix]
6796,4144,12324.0,,Salakapakka Sound System Re(dis)covered,9.0,Album,,Salakapakka Sound System,320000.0,,445.0,,"[15, 32, 47, 107, 247]","[32, 38, 107, 47, 15, 1235, 247]",Attribution 1.0 Finland,7.0,[],Time is running out [chinese water torture mix]
6797,4145,12324.0,,Salakapakka Sound System Re(dis)covered,9.0,Album,,Salakapakka Sound System,320000.0,,300.0,,"[15, 32, 47, 107, 247]","[32, 38, 107, 47, 15, 1235, 247]",Attribution 1.0 Finland,8.0,[],Time is running out [Spurious Transients mix]
6798,4146,12324.0,,Salakapakka Sound System Re(dis)covered,9.0,Album,,Salakapakka Sound System,320000.0,,367.0,,"[15, 32, 47, 107, 247]","[32, 38, 107, 47, 15, 1235, 247]",Attribution 1.0 Finland,9.0,[],Pawel wins nobel prize for slavery [uneasy listening version]
6799,674,12325.0,,Enthusiast,1.0,Album,,Tours,320000.0,,171.0,Electronic,"[15, 468, 495]","[495, 468, 15]",Creative Commons Attribution,1.0,['spotify'],Enthusiast
6800,4147,-1.0,,,-1.0,,POGUS,"If, Bwana",192000.0,,1314.0,Experimental,"[32, 38, 514]","[32, 514, 38]",Attribution,0.0,[],"Many, Many Flutes remix by DJ Elektrojudas"
6801,4148,-1.0,,,-1.0,,,Alphabethead,48000.0,,100.0,,[],[],Attribution,0.0,[],patentonpiss
6816,4149,-1.0,,,-1.0,,,Straight Arrows,238808.0,,132.0,Rock,"[12, 25, 85]","[25, 12, 85]",Attribution,0.0,[],Two Timer
6817,4150,-1.0,,,-1.0,,,Blues Control,320000.0,,523.0,Instrumental,[107],"[107, 1235]",Attribution,0.0,[],Tangier (Live on WPRB)
6818,4151,-1.0,,,-1.0,,,Circular Keys,320000.0,,270.0,,"[76, 359]","[10, 76, 12, 359]",Attribution,0.0,[],Eurogrand
6819,4152,-1.0,,,-1.0,,,Von Einem,256000.0,,83.0,,[],[],Attribution,0.0,[],Recalibrated Expectations
6820,4153,-1.0,,,-1.0,,,Half High,256000.0,,244.0,,[],[],Attribution,0.0,[],"Lights, Clocks, Pipes (excerpt)"
6821,4154,-1.0,,,-1.0,,,High Wolf,192000.0,,345.0,,"[38, 107]","[1235, 107, 38]",Attribution,0.0,[],Etoile Star
6822,4155,-1.0,,,-1.0,,,Swami Binton,160000.0,,148.0,,[],[],Attribution,0.0,[],Fliyn off the Handle
6823,4156,-1.0,,,-1.0,,,Leather Feather,160000.0,,163.0,,[],[],Attribution,0.0,[],Attracted by Flowers
6824,4157,-1.0,,,-1.0,,,Teen Ax,192000.0,,127.0,,[],[],Attribution,0.0,[],Strictly Business
6825,4158,-1.0,,,-1.0,,,Brainbeau,128065.0,,98.0,,[],[],Attribution,0.0,[],Frenchy
6826,4159,-1.0,,,-1.0,,,xNoBBQx,320000.0,,208.0,,[],[],Attribution,0.0,[],Untitled
6827,4160,-1.0,,,-1.0,,,Chronox,128000.0,,589.0,,[],[],Attribution,0.0,[],Untitled
6828,4161,-1.0,,,-1.0,,,Soft Power,320000.0,,207.0,,[],[],Attribution,0.0,[],"You Came Ova Sleazy, Hello, Hello, Hello"
6838,4162,-1.0,,,-1.0,,,Default Jamerson,320000.0,,340.0,,[],[],Attribution,0.0,[],Higher Dimensional Space
6839,4163,-1.0,,,-1.0,,,Eko Eko Azarak,320000.0,,536.0,,[],[],Attribution,0.0,[],Winter Pairs Live
6840,4164,-1.0,,,-1.0,,,Justin Fuller,320000.0,,275.0,,[],[],Attribution,0.0,[],Range Extract
6859,4165,-1.0,,,-1.0,,,Secret Jane,128000.0,,157.0,Folk,[33],"[33, 17]",Attribution,0.0,[],Cider Bubbles (live)
6860,4166,-1.0,,,-1.0,,,Secret Jane,128000.0,,179.0,Folk,[33],"[33, 17]",Attribution,0.0,[],Wakey Wakey (live)
6861,4167,-1.0,,,-1.0,,,Slackwaves,128000.0,,888.0,Experimental,[250],"[250, 38]",Attribution,11.0,[],Slackwave 11
6862,4168,-1.0,,,-1.0,,,Slackwaves,128000.0,,1769.0,Experimental,[250],"[250, 38]",Attribution,13.0,[],Slackwave 13
6863,4169,-1.0,,,-1.0,,,Slackwaves,128000.0,,704.0,Experimental,[250],"[250, 38]",Attribution,12.0,[],Slackwave 12
6864,4170,-1.0,,,-1.0,,,Slackwaves,128000.0,,280.0,Experimental,[250],"[250, 38]",Attribution,5.0,[],Slackwave 5
6921,4171,-1.0,,,-1.0,,,Andris Balins,320000.0,,485.0,Experimental,"[30, 38, 456]","[38, 30, 456]",Attribution,0.0,[],10.19.74
6925,4172,-1.0,,,-1.0,,,Malaventura,320000.0,,194.0,,[],[],Attribution,0.0,[],Crying
6926,4173,-1.0,,,-1.0,,,Social Studies,128000.0,,330.0,,"[38, 539]","[539, 21, 38]",Attribution,0.0,[],The Wapner
6941,4174,-1.0,,,-1.0,,,Pedro Buschi,320000.0,,147.0,,[],[],Attribution,0.0,[],SE CONFIRMO pedro buschi
6942,4175,-1.0,,,-1.0,,,Machinefabriek,192000.0,,391.0,,[],[],Attribution,0.0,[],WORM edit
6943,675,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,128.0,Classical,[659],"[659, 5]",Creative Commons Attribution,1.0,[],Smile On
6944,676,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,248.0,Classical,[659],"[659, 5]",Creative Commons Attribution,2.0,[],Winter Sun
6945,677,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,181.0,Classical,[659],"[659, 5]",Creative Commons Attribution,3.0,[],When It Rains
6946,678,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,148.0,Classical,[659],"[659, 5]",Creative Commons Attribution,4.0,[],Inhale
6947,679,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,135.0,Classical,[659],"[659, 5]",Creative Commons Attribution,5.0,[],Last Days Of Summer
6948,680,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,141.0,Classical,[659],"[659, 5]",Creative Commons Attribution,6.0,[],Back Home
6949,681,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,76.0,Classical,[659],"[659, 5]",Creative Commons Attribution,7.0,[],Haiku
6950,682,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,107.0,Classical,[659],"[659, 5]",Creative Commons Attribution,8.0,[],Lights Out
6951,683,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,148.0,Classical,[659],"[659, 5]",Creative Commons Attribution,9.0,[],Them
6952,684,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,136.0,Classical,[659],"[659, 5]",Creative Commons Attribution,10.0,[],Incomplete
6953,685,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,113.0,Classical,[659],"[659, 5]",Creative Commons Attribution,11.0,[],Them Part 2
6954,686,12589.0,,Incomplete,12.0,Album,,Peter Rudenko,320000.0,,42.0,Classical,[659],"[659, 5]",Creative Commons Attribution,12.0,[],When It Rains Part 2
6995,687,12600.0,,old new realism,16.0,Album,,epsilon not,320000.0,,430.0,,"[15, 21, 107]","[107, 21, 1235, 15]",Creative Commons Attribution,15.0,"['experimental', 'chillwave', 'hip hop', 'electronic']",sitting in a room [bonus track]
7057,4176,-1.0,,,-1.0,,,Joel Holmes,193344.0,,416.0,,[],[],Attribution,0.0,[],African Skies
7068,688,12672.0,,Monorave Compo,15.0,Album,,evgthug1,320000.0,,135.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,15.0,['peter swimm'],mono+
7069,689,12672.0,,Monorave Compo,15.0,Album,,ui,320000.0,,129.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,14.0,['peter swimm'],@
7070,690,12672.0,,Monorave Compo,15.0,Album,,MattyBoJangles,320000.0,,338.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,13.0,['peter swimm'],M0n0R41L
7071,691,12672.0,,Monorave Compo,15.0,Album,,vargero,320000.0,,108.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,12.0,['peter swimm'],Empower Thee
7072,692,12672.0,,Monorave Compo,15.0,Album,,Subway Sonicbeat,320000.0,,137.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,11.0,['peter swimm'],Cloudy
7073,693,12672.0,,Monorave Compo,15.0,Album,,staRpauSe,320000.0,,218.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,10.0,['peter swimm'],BACKSTRAP feat. puppyspazz
7074,694,12672.0,,Monorave Compo,15.0,Album,,egr,320000.0,,79.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,9.0,['peter swimm'],Burn Down the Monostery
7075,695,12672.0,,Monorave Compo,15.0,Album,,Hexawe (Various Artists),320000.0,,127.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,8.0,['peter swimm'],Ravetrap
7076,696,12672.0,,Monorave Compo,15.0,Album,,Din Sky,320000.0,,394.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,7.0,['peter swimm'],Chemtrails
7077,697,12672.0,,Monorave Compo,15.0,Album,,Peter Swimm,320000.0,,171.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,6.0,['peter swimm'],October Surprise [wiretap mix]
7078,698,12672.0,,Monorave Compo,15.0,Album,,Quelle Fromage,320000.0,,212.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,5.0,['peter swimm'],Noam Chomsky's Corporate Carbohydrate Surprise
7079,699,12672.0,,Monorave Compo,15.0,Album,,XC3N,320000.0,,308.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,4.0,['peter swimm'],M0NOR4V3N
7080,700,12672.0,,Monorave Compo,15.0,Album,,Rhinostrich,320000.0,,248.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,3.0,['peter swimm'],Shut Up
7081,701,12672.0,,Monorave Compo,15.0,Album,,BLEO,320000.0,,205.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,2.0,['peter swimm'],How Ya Like Me Now Pt.2
7082,702,12672.0,,Monorave Compo,15.0,Album,,Pulselooper,320000.0,,366.0,Electronic,"[15, 240, 297]","[240, 297, 15]",Creative Commons Attribution,1.0,['peter swimm'],Neurociencia
7110,4177,-1.0,,,-1.0,,,Marco Raaphorst,147880.0,,74.0,Experimental,[514],"[514, 38]",Attribution,0.0,[],an old time baseball player
7129,703,12727.0,,The Haunted Mansion,23.0,Album,,HarleyLikesMusic,320000.0,,144.0,Electronic,[15],[15],Creative Commons Attribution,1.0,"['horror', 'halloween', 'terror']",The Front Yard
7130,704,12727.0,,The Haunted Mansion,23.0,Album,,Anthony Seeha,320000.0,,268.0,Electronic,[15],[15],Creative Commons Attribution,2.0,"['horror', 'halloween', 'terror']",The Entrance Hall
7131,705,12727.0,,The Haunted Mansion,23.0,Album,,AudioArtist,320000.0,,232.0,Electronic,[15],[15],Creative Commons Attribution,3.0,"['horror', 'halloween', 'terror']",The Living Room
7132,706,12727.0,,The Haunted Mansion,23.0,Album,,CardiacTrance,320000.0,,370.0,Electronic,[15],[15],Creative Commons Attribution,4.0,"['horror', 'halloween', 'terror']",The Kitchen
7133,707,12727.0,,The Haunted Mansion,23.0,Album,,itchidan,320000.0,,130.0,Electronic,[15],[15],Creative Commons Attribution,5.0,"['horror', 'halloween', 'terror']",The Laundry Room
7134,708,12727.0,,The Haunted Mansion,23.0,Album,,Syscrusher,320000.0,,142.0,Electronic,[15],[15],Creative Commons Attribution,6.0,"['horror', 'halloween', 'terror']",The Ballroom
7135,709,12727.0,,The Haunted Mansion,23.0,Album,,WarpToken,320000.0,,247.0,Electronic,[15],[15],Creative Commons Attribution,7.0,"['horror', 'halloween', 'terror']",The Stairway
7136,710,12727.0,,The Haunted Mansion,23.0,Album,,mchl nrvs,320000.0,,165.0,Electronic,[15],[15],Creative Commons Attribution,8.0,"['horror', 'halloween', 'terror']",The Bedroom
7137,711,12727.0,,The Haunted Mansion,23.0,Album,,WMRhapsodies,320000.0,,276.0,Electronic,[15],[15],Creative Commons Attribution,9.0,"['horror', 'halloween', 'terror']",The Music Room
7138,712,12727.0,,The Haunted Mansion,23.0,Album,,Dj Hollow Life,320000.0,,208.0,Electronic,[15],[15],Creative Commons Attribution,10.0,"['horror', 'halloween', 'terror']",The Office
7139,713,12727.0,,The Haunted Mansion,23.0,Album,,daiteng,320000.0,,351.0,Electronic,[15],[15],Creative Commons Attribution,11.0,"['horror', 'halloween', 'terror']",The Sewing Room
7140,714,12727.0,,The Haunted Mansion,23.0,Album,,Radixxs,320000.0,,231.0,Electronic,[15],[15],Creative Commons Attribution,12.0,"['horror', 'halloween', 'terror']",The Bathroom
7141,715,12727.0,,The Haunted Mansion,23.0,Album,,robowist,320000.0,,276.0,Electronic,[15],[15],Creative Commons Attribution,13.0,"['horror', 'halloween', 'terror']",The Library
7142,716,12727.0,,The Haunted Mansion,23.0,Album,,SBK,320000.0,,332.0,Electronic,[15],[15],Creative Commons Attribution,14.0,"['horror', 'halloween', 'terror']",The Solarium
7143,717,12727.0,,The Haunted Mansion,23.0,Album,,kloudygirl,320000.0,,232.0,Electronic,[15],[15],Creative Commons Attribution,15.0,"['horror', 'halloween', 'terror']",The Exercise Room
7144,718,12727.0,,The Haunted Mansion,23.0,Album,,T.M.HECTOR,320000.0,,68.0,Electronic,[15],[15],Creative Commons Attribution,16.0,"['horror', 'halloween', 'terror']",The Elevator
7145,719,12727.0,,The Haunted Mansion,23.0,Album,,bryface,320000.0,,118.0,Electronic,[15],[15],Creative Commons Attribution,17.0,"['horror', 'halloween', 'terror']",The Garage
7146,720,12727.0,,The Haunted Mansion,23.0,Album,,Tommy Creep,320000.0,,221.0,Electronic,[15],[15],Creative Commons Attribution,18.0,"['horror', 'halloween', 'terror']",The Lab
7147,721,12727.0,,The Haunted Mansion,23.0,Album,,The Industrialism,320000.0,,284.0,Electronic,[15],[15],Creative Commons Attribution,19.0,"['horror', 'halloween', 'terror']",The Machine Room
7148,722,12727.0,,The Haunted Mansion,23.0,Album,,alexusual,320000.0,,341.0,Electronic,[15],[15],Creative Commons Attribution,20.0,"['horror', 'halloween', 'terror']",The Secret Control Room
7149,723,12727.0,,The Haunted Mansion,23.0,Album,,Uncle Bibby,320000.0,,180.0,Electronic,[15],[15],Creative Commons Attribution,21.0,"['horror', 'halloween', 'terror']",The Courtyard
7150,724,12727.0,,The Haunted Mansion,23.0,Album,,Sinqlogue,320000.0,,226.0,Electronic,[15],[15],Creative Commons Attribution,22.0,"['horror', 'halloween', 'terror']",The Cemetery
7151,725,12727.0,,The Haunted Mansion,23.0,Album,,DS-10 Dominator,320000.0,,320.0,Electronic,[15],[15],Creative Commons Attribution,23.0,"['horror', 'halloween', 'terror']",The Back Yard
7174,4178,-1.0,,,-1.0,,"Yelpco
Matador
Little Mafia
Blackjack
Breathmint
Sunship
Freenoise",U Can Unlearn Guitar,246454.0,,410.0,,"[18, 38, 103]","[38, 103, 17, 18, 1235]",Attribution,1.0,[],The Incredible Infection of Unintended Invection
7175,4179,-1.0,,,-1.0,,"Yelpco
Matador
Little Mafia
Blackjack
Breathmint
Sunship
Freenoise",U Can Unlearn Guitar,128000.0,,355.0,,"[22, 103, 137]","[38, 103, 137, 9, 17, 22]",Attribution,1.0,[],Imna 'Merican
7176,4180,-1.0,,,-1.0,,,Louis Lingg and The Bombs,128000.0,,335.0,,[],[],Attribution,2.0,[],No one's illegal
7177,4181,-1.0,,,-1.0,,,Severed Fifth,320000.0,,327.0,,[],[],Attribution,11.0,[],Politicold
7178,4182,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,220.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,1.0,[],Africa
7179,4183,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,170.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,2.0,[],B@$$ J▲|\/|
7180,4184,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,159.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,3.0,[],Act IV
7181,4185,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,204.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,4.0,[],Variations
7182,4186,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,152.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,5.0,[],Spectrum
7183,4187,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,244.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,6.0,[],Watch Your Dubstep Version 2
7184,4188,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,131.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,7.0,[],Z-Saber (feat Jake Allison)
7185,4189,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,163.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,8.0,[],Fair Game
7186,4190,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,180.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,9.0,[],Night Drive
7187,4191,12773.0,,Stars,10.0,Album,"DeskPOP, EUN Records, 56kbps Records, 44 Caliber Recordings, MK837 Records",Decktonic,320000.0,,219.0,Electronic,"[182, 297, 468]","[297, 468, 182, 15]",Attribution,10.0,[],Stars
7200,4192,-1.0,,,-1.0,,"Friends and Relatives Records, Harlan Records, Wizards of the Ghost Records, Ozark Level Full View Records",Lougow,320000.0,,285.0,,[],[],Attribution,0.0,[],Out Sacreds
7217,726,12887.0,,netBloc Vol. 39: Antididonai,19.0,Album,,Josh Woodward,320000.0,,196.0,,[],[],Creative Commons Attribution,8.0,[],Oh Mallory
7235,4193,-1.0,,,-1.0,,,About,256000.0,,77.0,,[],[],Attribution,0.0,[],Spectral Psychography
7238,4194,12933.0,,"Thaumogenesis (Live in Blois, FR: 2011-04-11)",-1.0,,,Nadja,128000.0,,2860.0,Experimental,[38],[38],Attribution 3.0 International,0.0,[],Nadja - 2011 04 11 Thaumogenesis live Blois
7239,727,12937.0,,Disquiet Junto (Sampler),16.0,Album,,Ethan Hein,256000.0,,352.0,,"[30, 107]","[38, 1235, 107, 30]",Creative Commons Attribution,1.0,[],Departure Store (disquiet0043-dazzledmachine)
7240,728,12937.0,,Disquiet Junto (Sampler),16.0,Album,,Justin Buckley,128000.0,,200.0,,"[30, 107]","[38, 1235, 107, 30]",Creative Commons Attribution,6.0,[],Modular Mart - established 1992 (disquiet0038-asrealasitgets2)
7241,4195,-1.0,,,-1.0,,,Slackwaves,192000.0,,535.0,Experimental,[250],"[250, 38]",Attribution,0.0,[],Slackwave 14
7242,4196,-1.0,,,-1.0,,,Slackwaves,192000.0,,511.0,Experimental,[250],"[250, 38]",Attribution,0.0,[],Slackwave 15
7243,4197,-1.0,,,-1.0,,,Slackwaves,192000.0,,494.0,Experimental,[250],"[250, 38]",Attribution,0.0,[],Slackwave 16
7244,4198,-1.0,,,-1.0,,,Slackwaves,192000.0,,392.0,Experimental,[250],"[250, 38]",Attribution,0.0,[],Slackwave 17
7250,4199,12949.0,,King Kong Man,10.0,Album,,MrJuan,185751.0,,188.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,2.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Rumbaluna
7251,4200,12949.0,,King Kong Man,10.0,Album,,MrJuan,179504.0,,235.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,3.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",King Kong Man
7252,4201,12949.0,,King Kong Man,10.0,Album,,MrJuan,164398.0,,209.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,4.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Cumbia Chicana
7253,4202,12949.0,,King Kong Man,10.0,Album,,MrJuan,167848.0,,176.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,5.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Masterbrain
7254,4203,12949.0,,King Kong Man,10.0,Album,,MrJuan,188144.0,,175.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,6.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",UFO Party
7255,4204,12949.0,,King Kong Man,10.0,Album,,MrJuan,208455.0,,127.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,7.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Muchacha Chacha
7256,4205,12949.0,,King Kong Man,10.0,Album,,MrJuan,159583.0,,210.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,8.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Est ce que ça vous plait?
7257,4206,12949.0,,King Kong Man,10.0,Album,,MrJuan,181555.0,,166.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,9.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Ultra Swing
7258,4207,12949.0,,King Kong Man,10.0,Album,,MrJuan,189576.0,,168.0,,"[76, 311, 504]","[2, 10, 76, 13, 311, 504]",Attribution 3.0 France,1.0,"['synth pop', 'disco', 'rumba', 'rhumba', 'cha cha cha', 'cumbia', 'lounge', 'exotica', 'mrjuan', 'dance', 'latin', 'fun', 'organ']",Señor Bomba
7259,4208,-1.0,,,-1.0,,,Slackwaves,192000.0,,547.0,Experimental,[250],"[250, 38]",Attribution,0.0,[],Slackwave 18
7260,4209,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell,256000.0,,123.0,Folk,[17],[17],Attribution 3.0 United States,8.0,[],What Wondrous Love Is This?
7261,4210,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell & Charlotte Williams,256000.0,,195.0,Folk,[17],[17],Attribution 3.0 United States,1.0,[],Greensleeves
7262,4211,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell & Charlotte Williams,256000.0,,194.0,Folk,[17],[17],Attribution 3.0 United States,2.0,[],Barbry Allen
7263,4212,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell & Charlotte Williams,256000.0,,228.0,Folk,[17],[17],Attribution 3.0 United States,3.0,[],Red Clay Country
7264,4213,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell & Charlotte Williams,256000.0,,31.0,Folk,[17],[17],Attribution 3.0 United States,4.0,[],Sosban Fach
7265,4214,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell & Charlotte Williams,256000.0,,110.0,Folk,[17],[17],Attribution 3.0 United States,5.0,[],Instrumental
7266,4215,12971.0,,11-14-'58,8.0,Album,,Howie Mitchell & Charlotte Williams,256000.0,,236.0,Folk,[17],[17],Attribution 3.0 United States,6.0,[],Mixed Up
7267,4216,-1.0,,,-1.0,,White Moon Recordings,voyageurs,320000.0,,326.0,Rock,[85],"[12, 85]",Attribution,0.0,[],the distance
7274,729,13047.0,,The Ferret Show,5.0,Album,,Goto80 and the Uwe Schenk Band,320000.0,,228.0,,"[4, 240]","[240, 297, 4, 15]",CC0 1.0 Universal,1.0,[],Ponky Fonky Ferret
7275,730,13047.0,,The Ferret Show,5.0,Album,,Goto80 and the Uwe Schenk Band,320000.0,,355.0,,"[4, 240]","[240, 297, 4, 15]",CC0 1.0 Universal,2.0,[],Cable Swingin' Ferret
7276,731,13047.0,,The Ferret Show,5.0,Album,,Goto80 and the Uwe Schenk Band,320000.0,,274.0,,"[4, 240]","[240, 297, 4, 15]",CC0 1.0 Universal,4.0,[],Thriller Iller
7277,732,13047.0,,The Ferret Show,5.0,Album,,Goto80 and the Uwe Schenk Band,320000.0,,261.0,,"[4, 240]","[240, 297, 4, 15]",CC0 1.0 Universal,5.0,[],Volksing Ferretismico
7278,4217,-1.0,,,-1.0,,,ZOE.LEELA,320000.0,,192.0,,[],[],Attribution,1.0,[],Jewel
7279,4218,-1.0,,,-1.0,,,The Black Atlantic,320000.0,,211.0,,[],[],Attribution,2.0,[],Fragile Meadow
7280,4219,-1.0,,,-1.0,,,Creative Commons,192000.0,,226.0,,[],[],Attribution,3.0,[],Weapons
7281,4220,-1.0,,,-1.0,,,Dot,192000.0,,359.0,,[],[],Attribution,5.0,[],IMF
7282,4221,-1.0,,,-1.0,,,Tone,128000.0,,297.0,,[],[],Attribution,7.0,[],Work it
7283,4222,-1.0,,,-1.0,,,Mistake Mistake vs. MC Sky Wikluh,192000.0,,263.0,,[],[],Attribution,9.0,[],Jos jedan od onih dana
7284,4223,-1.0,,,-1.0,,,Mezonom,320000.0,,353.0,,[],[],Attribution,11.0,[],Deep Cut
7285,4224,-1.0,,,-1.0,,,Melodiesinfonie,320000.0,,113.0,,[],[],Attribution,13.0,[],Zeitmaschine
7286,4225,-1.0,,,-1.0,,,Morsa,161851.0,,235.0,,[],[],Attribution,14.0,[],Belly Button
7287,4226,-1.0,,,-1.0,,,Bonus,320000.0,,172.0,,[],[],Attribution,15.0,[],Odysseus
7288,4227,-1.0,,,-1.0,,,Herrmutt Lobby,320000.0,,327.0,,[],[],Attribution,17.0,[],Flushing Economy
7289,4228,-1.0,,,-1.0,,,Stormy Mondays,286049.0,,158.0,,[],[],Attribution,19.0,[],Sunrise Number 1
7290,4229,-1.0,,,-1.0,,"A quiet bump
Jahtari",Volfoniq,320000.0,,224.0,,[],[],Attribution,20.0,[],Skango (feat. Volatil)
